,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
100,10.0,NY,OWN,66000.0,Not Verified,13.27,15.05,0,NY,11.097425172408931,2.658159431488745,50.0,0,129.0,2,3,20800,1,81.8,0,15.05,2500.0,1,Moderate Risk,9.942756341456828,1.3862943611198906,0,debt_consolidation,joint,11200,388.53,15.05
101,5.0,IL,RENT,60000.0,Source Verified,16.72,7.96,1,IL,11.002116507732017,2.8746939451769347,119.0,13,129.0,7,6,15600,1,100.0,0,7.96,14161.0,1,Perfect,9.65509029374725,1.9459101490553132,0,debt_consolidation,individual,8000,250.55,7.96
102,0.0,TX,MORTGAGE,101000.0,Source Verified,18.5,26.77,0,TX,11.522885696764481,2.970414465569701,5.0,2,5.0,8,4,20000,2,95.1,0,26.77,25.0,0,Low Risk,9.90353755128617,1.6094379124341003,0,debt_consolidation,individual,20000,607.97,26.77
103,4.0,TN,MORTGAGE,113000.0,Not Verified,15.28,9.44,0,other,11.635151947212842,2.7899373605743945,119.0,6,129.0,7,4,16600,3,100.0,1,9.44,14161.0,1,Perfect,9.717218213494077,1.6094379124341003,1,home_improvement,individual,10800,226.51,9.44
104,10.0,NH,MORTGAGE,61000.0,Not Verified,19.05,13.59,0,other,11.0186455364637,2.998229153752578,58.0,9,58.0,3,1,3000,3,87.8,0,13.59,3364.0,0,Moderate Risk,8.006700845440367,0.6931471805599453,0,debt_consolidation,individual,7200,244.65,13.59
105,1.0,SC,RENT,28000.0,Source Verified,26.96,15.04,1,other,10.239995502805316,3.3307749173656096,119.0,0,129.0,0,5,7900,0,100.0,0,15.04,14161.0,1,Perfect,8.974744612722734,1.791759469228055,0,debt_consolidation,individual,12000,416.22,15.04
106,2.0,NY,MORTGAGE,75000.0,Not Verified,21.63,5.31,0,NY,11.225256725762893,3.119276459645446,119.0,2,129.0,7,4,46900,3,100.0,0,5.31,14161.0,1,Perfect,10.75579427616868,1.6094379124341003,0,credit_card,individual,20000,602.21,5.31
107,2.0,FL,MORTGAGE,44000.0,Verified,24.77,14.08,0,FL,10.691967639914864,3.2492110246642736,119.0,8,129.0,7,2,9500,0,100.0,0,14.08,14161.0,1,Perfect,9.15915233520675,1.0986122886681098,0,home_improvement,individual,7200,246.36,14.08
108,2.0,TX,RENT,60000.0,Source Verified,18.36,13.59,1,TX,11.002116507732017,2.963209081848431,119.0,2,129.0,2,1,600,0,100.0,0,13.59,14161.0,1,Perfect,6.398594934535208,0.6931471805599453,0,other,individual,6000,203.88,13.59
109,10.0,TX,RENT,47000.0,Not Verified,18.92,7.97,1,TX,10.757924157061597,2.991724252156452,119.0,0,129.0,5,3,8300,0,100.0,0,7.97,14161.0,1,Perfect,9.024131268455035,1.3862943611198906,0,debt_consolidation,individual,5000,156.62,7.97
110,2.0,FL,RENT,58000.0,Source Verified,14.66,9.93,1,FL,10.968215530759236,2.751109690562657,119.0,2,129.0,7,1,36600,0,100.0,0,9.93,14161.0,1,Perfect,10.50783084142058,0.6931471805599453,0,debt_consolidation,individual,16000,339.41,9.93
111,10.0,AL,MORTGAGE,55000.0,Source Verified,29.58,6.08,0,other,10.915106645867503,3.420346200500916,62.0,0,62.0,3,3,22300,4,93.3,0,6.08,3844.0,0,Moderate Risk,10.012386799492118,1.3862943611198906,0,debt_consolidation,individual,15600,475.15,6.08
112,6.0,WY,RENT,31812.0,Not Verified,37.83,21.85,1,other,10.367630290261705,3.659193143743576,119.0,0,129.0,1,6,48400,0,100.0,0,21.85,14161.0,1,Perfect,10.78727575364831,1.9459101490553132,0,debt_consolidation,individual,10000,275.34,21.85
113,5.0,CA,RENT,95000.0,Source Verified,13.49,10.42,1,CA,11.461642696843066,2.673458756332591,14.0,2,58.0,8,1,2100,0,83.3,0,10.42,196.0,0,Moderate Risk,7.650168700845001,0.6931471805599453,0,other,individual,10000,324.65,10.42
114,0.0,PA,MORTGAGE,65000.0,Source Verified,29.36,17.47,0,other,11.082157933374816,3.4131259525274293,15.0,0,129.0,0,3,34900,0,50.0,0,17.47,225.0,1,High Risk,10.460270761075149,1.3862943611198906,0,debt_consolidation,individual,30000,1076.62,17.47
115,4.0,CA,RENT,250000.0,Source Verified,1.12,10.9,1,CA,12.429220196836383,0.7514160886839212,75.0,0,129.0,3,5,20200,0,100.0,0,10.9,5625.0,1,Perfect,9.913487387114461,1.791759469228055,0,debt_consolidation,individual,30000,980.75,10.9
116,10.0,CO,MORTGAGE,55200.0,Not Verified,18.67,6.08,0,other,10.918736348043124,2.979094632400968,119.0,0,129.0,4,3,26400,5,100.0,0,6.08,14161.0,1,Perfect,10.181157167204903,1.3862943611198906,0,credit_card,individual,16000,487.34,6.08
117,10.0,NY,RENT,42000.0,Not Verified,25.23,12.61,1,NY,10.645448706505872,3.2669037938787824,22.0,1,22.0,5,1,11500,0,95.7,0,12.61,484.0,0,Low Risk,9.350189267092581,0.6931471805599453,0,credit_card,individual,20000,670.13,12.61
118,6.0,MO,MORTGAGE,30784.0,Verified,27.56,23.87,0,other,10.33478283734531,3.3520071374713836,47.0,2,47.0,5,3,14300,2,85.0,0,23.87,2209.0,0,Moderate Risk,9.568084743872936,1.3862943611198906,0,debt_consolidation,joint,6275,245.76,23.87
119,4.0,FL,OWN,60000.0,Verified,26.88,18.06,0,FL,11.002116507732017,3.327909585892323,119.0,2,129.0,10,5,30600,2,100.0,0,18.06,14161.0,1,Perfect,10.328787967145063,1.791759469228055,0,credit_card,individual,15000,542.74,18.06
120,10.0,MO,MORTGAGE,120000.0,Source Verified,21.45,13.59,0,other,11.695255355062795,3.1112906141882632,119.0,0,129.0,8,3,28500,6,100.0,0,13.59,14161.0,1,Perfect,10.25769445336048,1.3862943611198906,0,debt_consolidation,individual,16000,368.9,13.59
121,4.0,CA,MORTGAGE,63000.0,Source Verified,15.3,16.02,0,CA,11.050905878263567,2.791165107812717,78.0,3,129.0,9,2,2300,0,100.0,1,16.02,6084.0,1,Perfect,7.741099090035366,1.0986122886681098,1,debt_consolidation,individual,10000,351.67,16.02
122,10.0,NY,MORTGAGE,155000.0,Verified,16.13,9.93,0,NY,11.951186847493476,2.8408313123360287,119.0,2,129.0,11,1,24500,2,100.0,0,9.93,14161.0,1,Perfect,10.106469212026385,0.6931471805599453,0,major_purchase,individual,25000,805.86,9.93
123,1.0,MA,RENT,40000.0,Source Verified,2.91,9.92,1,other,10.596659732783579,1.3635373739972745,119.0,2,129.0,4,2,13800,0,100.0,0,9.92,14161.0,1,Perfect,9.53249633228804,1.0986122886681098,0,other,individual,12000,386.76,9.92
124,3.0,TN,RENT,42500.0,Not Verified,18.55,7.35,1,other,10.657282884047461,2.972975286431375,119.0,1,129.0,1,2,5800,0,100.0,0,7.35,14161.0,1,Perfect,8.665785595466064,1.0986122886681098,0,credit_card,individual,6000,186.23,7.35
125,10.0,NJ,OWN,230000.0,Source Verified,9.19,10.91,0,NJ,12.345838935721968,2.321406847234633,38.0,2,38.0,6,3,38500,3,72.2,0,10.91,1444.0,0,High Risk,10.55843949396453,1.3862943611198906,0,debt_consolidation,individual,12000,392.36,10.91
126,4.0,LA,MORTGAGE,75000.0,Source Verified,8.46,13.59,0,other,11.225256725762893,2.247072383063787,119.0,1,129.0,4,2,12300,1,100.0,0,13.59,14161.0,1,Perfect,9.417435838868785,1.0986122886681098,0,other,individual,10000,230.57,13.59
127,0.0,OH,MORTGAGE,24000.0,Source Verified,9.8,14.07,0,OH,10.085850775128717,2.379546134130174,119.0,0,129.0,3,3,11000,0,100.0,1,14.07,14161.0,1,Perfect,9.305741456739435,1.3862943611198906,1,debt_consolidation,joint,20000,684.24,14.07
128,1.0,MA,RENT,110000.0,Not Verified,11.62,7.34,1,other,11.608244735642321,2.5352828571130672,19.0,6,23.0,1,3,12700,2,90.9,0,7.34,361.0,0,Moderate Risk,9.44943600950432,1.3862943611198906,0,credit_card,individual,8500,263.78,7.34
129,10.0,WV,OWN,172000.0,Verified,24.31,15.05,0,other,12.055255569732177,3.2311995745570328,119.0,1,129.0,7,6,45200,4,100.0,0,15.05,14161.0,1,Perfect,10.718874489469398,1.9459101490553132,0,home_improvement,individual,36000,857.39,15.05
130,10.0,GA,RENT,145000.0,Verified,14.66,6.72,1,GA,11.884495917930655,2.751109690562657,38.0,0,47.0,4,4,11000,3,72.4,0,6.72,1444.0,0,High Risk,9.305741456739435,1.6094379124341003,0,debt_consolidation,joint,40000,1229.97,6.72
131,4.0,CA,MORTGAGE,85000.0,Source Verified,22.73,16.01,0,CA,11.350418300109132,3.166740070447672,119.0,1,129.0,7,3,37800,3,100.0,0,16.01,14161.0,1,Perfect,10.540090836284206,1.3862943611198906,0,debt_consolidation,individual,9000,316.46,16.01
132,10.0,PA,RENT,42000.0,Not Verified,9.91,7.34,1,other,10.645448706505872,2.3896797998449792,35.0,0,129.0,2,5,46500,0,95.2,0,7.34,1225.0,1,Low Risk,10.747229096720554,1.791759469228055,0,debt_consolidation,individual,7200,223.44,7.34
133,3.0,WI,RENT,36000.0,Not Verified,29.47,23.88,1,other,10.491301994830229,3.416742592997618,119.0,4,129.0,4,1,4500,0,100.0,1,23.88,14161.0,1,Perfect,8.412054873292933,0.6931471805599453,1,debt_consolidation,individual,6100,238.94,23.88
134,6.0,TX,OWN,17000.0,Not Verified,27.68,15.05,0,TX,9.741027444837728,3.3562000157314196,119.0,1,129.0,2,1,22000,0,100.0,0,15.05,14161.0,1,Perfect,9.99884318585288,0.6931471805599453,0,other,joint,2250,78.06,15.05
135,10.0,IN,OWN,37000.0,Not Verified,4.25,6.72,0,other,10.518700218288165,1.6582280766035324,119.0,0,129.0,2,1,12600,0,100.0,0,6.72,14161.0,1,Perfect,9.441531454869693,0.6931471805599453,0,debt_consolidation,individual,10000,307.5,6.72
136,1.0,CA,OWN,45000.0,Source Verified,16.97,21.45,0,CA,10.714439990727769,2.8887037007954675,119.0,3,129.0,9,6,42200,0,100.0,0,21.45,14161.0,1,Perfect,10.650199196425806,1.9459101490553132,0,debt_consolidation,individual,25000,947.67,21.45
137,10.0,OH,MORTGAGE,40000.0,Verified,19.44,25.82,0,OH,10.596659732783579,3.017493765335504,119.0,1,129.0,10,2,11800,1,100.0,1,25.82,14161.0,1,Perfect,9.375939552625749,1.0986122886681098,1,debt_consolidation,individual,16000,477.35,25.82
138,2.0,CA,RENT,182000.0,Not Verified,6.06,14.08,1,CA,12.111767460549332,1.9544450515051506,10.0,2,49.0,0,4,51200,0,85.2,0,14.08,100.0,0,Moderate Risk,10.843514342086866,1.6094379124341003,0,credit_card,individual,32000,745.92,14.08
139,3.0,CA,RENT,51000.0,Verified,17.25,15.05,1,CA,10.839600519357369,2.9041650800285006,119.0,1,129.0,7,4,20300,1,100.0,1,15.05,14161.0,1,Perfect,9.918425424900335,1.6094379124341003,1,credit_card,individual,12000,416.28,15.05
140,10.0,MI,RENT,45000.0,Not Verified,23.33,9.44,1,other,10.714439990727769,3.1917101567954314,119.0,0,129.0,5,4,31900,0,100.0,0,9.44,14161.0,1,Perfect,10.370392636243981,1.6094379124341003,0,debt_consolidation,individual,10000,320.05,9.44
141,2.0,NY,MORTGAGE,31200.0,Verified,33.19,17.09,0,NY,10.348205424565993,3.5319332036512097,53.0,2,53.0,4,3,3700,0,58.8,0,17.09,2809.0,0,High Risk,8.216358332386156,1.3862943611198906,0,debt_consolidation,individual,2200,78.54,17.09
142,1.0,IL,RENT,27278.0,Not Verified,19.93,16.01,1,IL,10.213872454394023,3.0411835364579085,119.0,1,129.0,3,3,6300,0,100.0,0,16.01,14161.0,1,Perfect,8.748463629942055,1.3862943611198906,0,credit_card,individual,4800,168.78,16.01
143,10.0,GA,MORTGAGE,75000.0,Source Verified,15.31,10.9,0,GA,11.225256725762893,2.7917784166329227,119.0,2,129.0,4,1,15400,2,100.0,1,10.9,14161.0,1,Perfect,9.642187721358466,0.6931471805599453,1,home_improvement,individual,35000,759.25,10.9
144,5.0,KS,RENT,100000.0,Not Verified,22.88,12.62,1,other,11.51293546492023,3.1730412885244013,49.0,2,49.0,2,3,26000,0,89.5,0,12.62,2401.0,0,Moderate Risk,10.165890277802454,1.3862943611198906,0,credit_card,individual,35000,1172.9,12.62
145,6.0,NY,OWN,42000.0,Verified,14.4,21.45,0,NY,10.645448706505872,2.7343675094195836,119.0,2,129.0,1,2,6000,0,100.0,0,21.45,14161.0,1,Perfect,8.699681400989514,1.0986122886681098,0,other,individual,10000,273.08,21.45
146,10.0,NY,MORTGAGE,66000.0,Source Verified,6.11,10.41,0,NY,11.097425172408931,1.9615022438151495,119.0,3,129.0,3,1,4300,1,100.0,0,10.41,14161.0,1,Perfect,8.366602832783736,0.6931471805599453,0,major_purchase,joint,2400,77.91,10.41
147,2.0,OH,RENT,89000.0,Not Verified,18.65,5.32,1,OH,11.39640288460621,2.9780773383152703,24.0,0,24.0,4,4,46100,3,95.0,0,5.32,576.0,0,Moderate Risk,10.738589920723442,1.6094379124341003,0,credit_card,individual,19600,590.25,5.32
148,3.0,MA,MORTGAGE,50000.0,Verified,27.08,21.85,0,other,10.819798284210286,3.3350575791576103,39.0,2,39.0,7,1,17300,2,95.0,1,21.85,1521.0,0,Moderate Risk,9.758519582283522,0.6931471805599453,1,debt_consolidation,individual,26000,715.88,21.85
149,6.0,MD,MORTGAGE,99000.0,Not Verified,11.73,18.06,0,other,11.502885230075814,2.543961412569315,119.0,3,129.0,3,8,27300,1,100.0,1,18.06,14161.0,1,Perfect,10.214678610538817,2.1972245773362196,1,home_improvement,individual,12000,305.12,18.06
150,0.0,AR,RENT,150000.0,Source Verified,7.82,5.32,1,other,11.918397239722838,2.1770218700187,119.0,2,129.0,6,1,39900,3,100.0,0,5.32,14161.0,1,Perfect,10.594156665220533,0.6931471805599453,0,other,individual,13000,391.5,5.32
151,3.0,NY,RENT,57000.0,Source Verified,18.88,17.09,1,NY,10.950824090522445,2.989714201228428,24.0,3,129.0,5,2,25700,0,97.1,0,17.09,576.0,1,Low Risk,10.154285180632154,1.0986122886681098,0,other,individual,11750,292.59,17.09
152,10.0,NY,MORTGAGE,99000.0,Source Verified,20.78,9.93,0,NY,11.502885230075814,3.0809921175048145,119.0,1,129.0,2,4,20700,2,100.0,0,9.93,14161.0,1,Perfect,9.937937287265354,1.6094379124341003,0,debt_consolidation,individual,30000,636.38,9.93
153,6.0,MS,RENT,44000.0,Source Verified,19.42,6.08,1,other,10.691967639914864,3.01651481273652,119.0,1,129.0,2,1,15300,0,100.0,0,6.08,14161.0,1,Perfect,9.635673464721814,0.6931471805599453,0,credit_card,individual,7000,213.21,6.08
154,6.0,AZ,RENT,0.0,Not Verified,17.57,17.09,1,other,0.0,2.9215473753646144,18.0,10,129.0,4,4,6200,0,86.7,0,17.09,324.0,1,Moderate Risk,8.732465848349879,1.6094379124341003,0,debt_consolidation,joint,20000,498.02,17.09
155,4.0,VA,RENT,97000.0,Not Verified,0.33,16.01,1,other,11.48247656671073,0.2851789422336624,62.0,2,129.0,6,1,13000,0,81.8,0,16.01,3844.0,1,Moderate Risk,9.472781556562168,0.6931471805599453,0,other,individual,35000,1230.67,16.01
156,10.0,IL,MORTGAGE,30000.0,Not Verified,8.56,13.59,0,IL,10.308985993422082,2.25758772706331,119.0,0,129.0,0,3,22300,0,100.0,1,13.59,14161.0,1,Perfect,10.012386799492118,1.3862943611198906,1,credit_card,individual,10000,230.57,13.59
157,6.0,TN,OWN,50000.0,Source Verified,14.16,9.92,0,other,10.819798284210286,2.7186603802142257,119.0,2,129.0,3,2,29300,1,100.0,0,9.92,14161.0,1,Perfect,10.285376924115587,1.0986122886681098,0,other,individual,20000,644.6,9.92
158,5.0,CA,MORTGAGE,115000.0,Source Verified,12.89,15.04,0,CA,11.652696102959753,2.6311691567662523,26.0,2,26.0,2,0,0,1,64.5,0,15.04,676.0,0,High Risk,0.0,0.0,0,other,individual,40000,952.44,15.04
159,2.0,IL,MORTGAGE,80000.0,Not Verified,9.92,6.71,0,IL,11.289794413577894,2.390595970316759,45.0,3,45.0,9,3,25100,7,92.9,0,6.71,2025.0,0,Moderate Risk,10.130662964963708,1.3862943611198906,0,credit_card,individual,12000,368.94,6.71
160,0.0,OR,RENT,15000.0,Source Verified,7.2,17.47,1,other,9.61587214452889,2.1041341542702074,119.0,0,129.0,1,2,800,0,100.0,0,17.47,14161.0,1,Perfect,6.68586094706836,1.0986122886681098,0,debt_consolidation,joint,16000,574.2,17.47
161,7.0,FL,MORTGAGE,60000.0,Source Verified,27.06,11.99,0,FL,11.002116507732017,3.3343450746743146,77.0,2,129.0,4,3,17400,0,95.7,1,11.99,5929.0,1,Low Risk,9.76428295481558,1.3862943611198906,1,debt_consolidation,individual,10000,332.1,11.99
162,0.0,CA,RENT,50000.0,Source Verified,13.3,13.59,1,CA,10.819798284210286,2.6602595372658615,12.0,1,66.0,1,5,16100,0,68.4,0,13.59,144.0,0,High Risk,9.686636660844938,1.791759469228055,0,credit_card,individual,10000,339.79,13.59
163,9.0,IN,MORTGAGE,91000.0,Not Verified,24.99,7.35,0,other,11.418625774449598,3.2577118486533987,119.0,9,129.0,8,5,60500,1,100.0,0,7.35,14161.0,1,Perfect,11.010415172807951,1.791759469228055,0,debt_consolidation,individual,15000,465.57,7.35
164,10.0,MN,MORTGAGE,75000.0,Source Verified,0.54,10.42,0,other,11.225256725762893,0.43178241642553783,32.0,4,42.0,6,3,35100,1,70.6,0,10.42,1024.0,0,High Risk,10.465984899076615,1.3862943611198906,0,major_purchase,individual,24000,514.91,10.42
165,10.0,CA,MORTGAGE,182000.0,Source Verified,16.72,7.97,0,CA,12.111767460549332,2.8746939451769347,25.0,0,51.0,1,2,25500,2,84.6,0,7.97,625.0,0,Moderate Risk,10.146472946063877,1.0986122886681098,0,debt_consolidation,individual,40000,1252.91,7.97
166,6.0,TX,MORTGAGE,65000.0,Not Verified,10.62,9.92,0,TX,11.082157933374816,2.4527277514237653,29.0,1,129.0,1,4,59500,3,92.6,0,9.92,841.0,1,Moderate Risk,10.993748398115178,1.6094379124341003,0,debt_consolidation,individual,25000,530.2,9.92
167,4.0,NC,MORTGAGE,121500.0,Verified,39.34,12.61,0,other,11.707677772181546,3.697343532526066,119.0,0,129.0,3,4,50400,1,100.0,0,12.61,14161.0,1,Perfect,10.827766295132466,1.6094379124341003,0,debt_consolidation,joint,32175,1078.07,12.61
168,4.0,MS,MORTGAGE,170000.0,Not Verified,14.23,9.93,0,other,12.04355959836804,2.7232671669070703,119.0,1,129.0,9,5,34600,1,100.0,0,9.93,14161.0,1,Perfect,10.451637862362272,1.791759469228055,0,debt_consolidation,individual,25000,530.32,9.93
169,2.0,NY,RENT,70000.0,Not Verified,21.79,14.07,1,NY,11.156264806643742,3.126321843257593,119.0,1,129.0,0,3,16500,3,100.0,0,14.07,14161.0,1,Perfect,9.711176264112805,1.3862943611198906,0,debt_consolidation,individual,24000,559.31,14.07
170,5.0,TX,OWN,60000.0,Source Verified,5.96,14.08,0,TX,11.002116507732017,1.9401794743463283,32.0,0,32.0,4,2,6000,0,75.0,0,14.08,1024.0,0,High Risk,8.699681400989514,1.0986122886681098,0,credit_card,individual,15000,349.65,14.08
171,1.0,NY,MORTGAGE,100000.0,Source Verified,22.49,12.62,0,NY,11.51293546492023,3.1565747986708215,45.0,2,129.0,6,1,36000,3,92.1,0,12.62,2025.0,1,Moderate Risk,10.491301994830229,0.6931471805599453,0,other,individual,36000,812.13,12.62
173,10.0,TX,MORTGAGE,65000.0,Not Verified,29.38,14.07,0,TX,11.082157933374816,3.4137844971676268,119.0,7,129.0,7,4,26800,3,92.3,0,14.07,14161.0,1,Moderate Risk,10.196194479235656,1.6094379124341003,0,debt_consolidation,joint,30000,699.14,14.07
174,0.0,NY,MORTGAGE,42500.0,Source Verified,24.57,18.06,0,NY,10.657282884047461,3.2414197893030954,119.0,2,129.0,4,2,3000,2,100.0,0,18.06,14161.0,1,Perfect,8.006700845440367,1.0986122886681098,0,debt_consolidation,individual,11000,398.01,18.06
175,2.0,CA,RENT,52000.0,Not Verified,21.3,14.08,1,CA,10.859018228147887,3.104586678466073,75.0,1,129.0,5,3,26200,0,94.7,0,14.08,5625.0,1,Moderate Risk,10.173552856959743,1.3862943611198906,0,credit_card,individual,15000,349.65,14.08
176,2.0,GA,RENT,68250.0,Source Verified,8.63,16.02,1,GA,11.130947364954519,2.2648832258100344,70.0,0,70.0,1,5,22200,1,100.0,0,16.02,4900.0,0,Perfect,10.007892611890918,1.791759469228055,0,credit_card,individual,13500,328.44,16.02
177,3.0,AL,MORTGAGE,55000.0,Source Verified,8.66,11.99,0,other,10.915106645867503,2.2679936482244267,119.0,0,129.0,3,1,7000,3,100.0,0,11.99,14161.0,1,Perfect,8.853808274977197,0.6931471805599453,0,debt_consolidation,individual,10000,222.4,11.99
178,10.0,FL,OWN,85000.0,Not Verified,26.49,6.72,0,FL,11.350418300109132,3.3138223021771545,119.0,0,129.0,4,9,70400,1,100.0,0,6.72,14161.0,1,Perfect,11.161962746590705,2.302585092994046,0,credit_card,individual,25000,768.74,6.72
179,10.0,MI,MORTGAGE,318000.0,Source Verified,8.37,19.03,0,other,12.669809806411457,2.2375130962503307,119.0,9,129.0,3,2,7100,0,100.0,1,19.03,14161.0,1,Perfect,8.867990898182093,1.0986122886681098,1,debt_consolidation,individual,25000,648.93,19.03
180,7.0,CO,OWN,95000.0,Source Verified,11.33,6.71,0,other,11.461642696843066,2.512035317176253,119.0,0,129.0,3,2,37800,0,100.0,0,6.71,14161.0,1,Perfect,10.540090836284206,1.0986122886681098,0,debt_consolidation,individual,28000,860.86,6.71
181,2.0,SC,RENT,71000.0,Not Verified,15.48,6.07,1,other,11.170449240431308,2.8021475244813256,119.0,0,129.0,2,3,24400,0,100.0,0,6.07,14161.0,1,Perfect,10.102379394048045,1.3862943611198906,0,credit_card,individual,10000,304.54,6.07
182,3.0,NC,MORTGAGE,41200.0,Source Verified,16.95,7.35,0,other,10.626217806887722,2.8875901149342877,55.0,0,55.0,8,2,12000,1,85.0,0,7.35,3025.0,0,Moderate Risk,9.392745258631441,1.0986122886681098,0,other,individual,10000,310.38,7.35
183,6.0,NC,RENT,44088.0,Not Verified,27.93,13.59,1,other,10.693965597214751,3.3648791189880436,119.0,1,129.0,8,6,19100,0,100.0,1,13.59,14161.0,1,Perfect,9.857495968685136,1.9459101490553132,1,debt_consolidation,individual,10000,339.79,13.59
184,0.0,WA,RENT,15000.0,Source Verified,5.87,13.59,1,other,9.61587214452889,1.927164106234258,119.0,1,129.0,3,2,18900,0,100.0,0,13.59,14161.0,1,Perfect,9.846970109700957,1.0986122886681098,0,debt_consolidation,individual,2500,84.95,13.59
185,0.0,LA,OWN,95000.0,Not Verified,12.42,5.31,0,other,11.461642696843066,2.5967461315435356,119.0,0,129.0,1,3,27500,2,100.0,0,5.31,14161.0,1,Perfect,10.221977646629885,1.3862943611198906,0,other,individual,6500,195.72,5.31
186,9.0,NE,RENT,88000.0,Source Verified,13.04,7.97,1,other,11.385103457032141,2.641910398597665,58.0,2,58.0,4,1,3000,1,100.0,0,7.97,3364.0,0,Perfect,8.006700845440367,0.6931471805599453,0,debt_consolidation,individual,10000,313.23,7.97
187,10.0,CO,MORTGAGE,65000.0,Source Verified,40.15,7.35,0,other,11.082157933374816,3.717223927123079,119.0,3,129.0,10,2,18800,4,100.0,1,7.35,14161.0,1,Perfect,9.841665338892785,1.0986122886681098,1,debt_consolidation,joint,14500,450.05,7.35
188,6.0,CA,RENT,80000.0,Verified,11.88,11.99,1,CA,11.289794413577894,2.5556757206762075,119.0,2,129.0,4,3,7600,0,100.0,1,11.99,14161.0,1,Perfect,8.936035096566041,1.3862943611198906,1,other,individual,40000,1328.39,11.99
189,5.0,FL,RENT,45000.0,Not Verified,25.41,16.02,1,FL,10.714439990727769,3.273742726309041,34.0,3,34.0,9,7,29500,0,95.0,0,16.02,1156.0,0,Moderate Risk,10.292179440058462,2.0794415416798357,0,other,individual,16000,562.68,16.02
190,10.0,CA,RENT,150000.0,Source Verified,9.33,9.93,1,CA,11.918397239722838,2.3350522831315472,119.0,0,129.0,1,2,14100,0,100.0,1,9.93,14161.0,1,Perfect,9.55400099583723,1.0986122886681098,1,debt_consolidation,joint,14000,451.29,9.93
191,1.0,FL,RENT,69000.0,Not Verified,27.74,19.42,1,FL,11.141876276228,3.358289880650879,63.0,5,129.0,11,6,26500,0,95.7,0,19.42,3969.0,1,Low Risk,10.184937747111391,1.9459101490553132,0,debt_consolidation,individual,10000,368.69,19.42
