,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy
219,119.0,1,129.0,7,5,9400,0,100.0,0,15.04,14161.0,1,Perfect,9.148571345578551,1.791759469228055,0
220,119.0,3,129.0,1,0,10000,2,100.0,0,9.92,14161.0,1,Perfect,9.210440366976517,0.0,0
221,28.0,3,28.0,13,4,64400,4,86.7,0,10.9,784.0,0,Moderate Risk,11.072884439922198,1.6094379124341003,0
222,119.0,4,129.0,2,3,26700,0,100.0,0,6.72,14161.0,1,Perfect,10.192456296870509,1.3862943611198906,0
223,119.0,0,129.0,3,0,19300,0,100.0,0,5.32,14161.0,1,Perfect,9.867912187022208,0.0,0
224,119.0,1,129.0,1,1,3000,0,100.0,0,11.99,14161.0,1,Perfect,8.006700845440367,0.6931471805599453,0
225,119.0,1,129.0,2,3,104100,2,100.0,0,5.32,14161.0,1,Perfect,11.553116860704856,1.3862943611198906,0
226,119.0,0,129.0,3,2,23500,0,100.0,0,10.41,14161.0,1,Perfect,10.064798252418377,1.0986122886681098,0
227,119.0,1,129.0,3,3,6000,0,100.0,0,14.07,14161.0,1,Perfect,8.699681400989514,1.3862943611198906,0
228,119.0,1,129.0,8,4,55900,0,100.0,0,6.07,14161.0,1,Perfect,10.93133754807084,1.6094379124341003,0
229,119.0,0,129.0,3,4,9200,0,100.0,0,9.93,14161.0,1,Perfect,9.127067452782361,1.6094379124341003,0
230,119.0,10,129.0,1,5,4100,1,100.0,0,11.99,14161.0,1,Perfect,8.31898612539206,1.791759469228055,0
231,79.0,2,79.0,4,1,2900,1,94.4,1,6.71,6241.0,0,Moderate Risk,7.972810784121404,0.6931471805599453,1
232,33.0,2,129.0,2,9,95600,3,91.4,0,5.31,1089.0,1,Moderate Risk,11.467938559235831,2.302585092994046,0
233,28.0,1,129.0,4,5,32000,0,95.8,0,13.59,784.0,1,Low Risk,10.373522431293592,1.791759469228055,0
234,119.0,3,129.0,2,3,15000,0,100.0,1,10.9,14161.0,1,Perfect,9.61587214452889,1.3862943611198906,1
235,60.0,2,60.0,6,4,14200,0,88.2,0,12.62,3600.0,0,Moderate Risk,9.561067663645012,1.6094379124341003,0
236,119.0,2,129.0,2,2,9100,0,100.0,0,10.42,14161.0,1,Perfect,9.116139576577355,1.0986122886681098,0
237,119.0,4,129.0,4,7,40000,3,100.0,0,15.05,14161.0,1,Perfect,10.596659732783579,2.0794415416798357,0
238,119.0,0,129.0,3,3,21300,0,100.0,0,6.71,14161.0,1,Perfect,9.966509298952284,1.3862943611198906,0
239,119.0,1,129.0,4,4,22500,0,100.0,1,21.45,14161.0,1,Perfect,10.021315031649332,1.6094379124341003,1
240,119.0,3,129.0,3,7,103100,3,100.0,0,9.44,14161.0,1,Perfect,11.54346436927906,2.0794415416798357,0
241,15.0,6,63.0,14,5,29200,2,94.9,0,11.99,225.0,0,Moderate Risk,10.281958234245314,1.791759469228055,0
242,82.0,0,82.0,5,4,8600,0,92.9,0,11.99,6724.0,0,Moderate Risk,9.059633754551479,1.6094379124341003,0
243,119.0,1,129.0,5,4,72800,7,100.0,0,6.07,14161.0,1,Perfect,11.195484970354173,1.6094379124341003,0
244,119.0,0,129.0,1,3,23500,1,100.0,0,5.31,14161.0,1,Perfect,10.064798252418377,1.3862943611198906,0
245,10.0,2,129.0,7,4,63000,6,97.1,0,6.07,100.0,1,Low Risk,11.050905878263567,1.6094379124341003,0
246,63.0,6,63.0,12,2,3600,2,95.8,1,19.42,3969.0,0,Low Risk,8.188966863648876,1.0986122886681098,1
247,119.0,1,129.0,6,6,100600,0,100.0,0,21.85,14161.0,1,Perfect,11.518917476956224,1.9459101490553132,0
248,37.0,4,129.0,8,4,13400,1,87.1,0,14.08,1369.0,1,Moderate Risk,9.503084610020228,1.6094379124341003,0
249,18.0,2,27.0,8,5,29800,2,84.6,0,18.06,324.0,0,Moderate Risk,10.30229722897745,1.791759469228055,0
250,69.0,3,69.0,9,4,5300,0,93.8,0,10.91,4761.0,0,Moderate Risk,8.575650760987806,1.6094379124341003,0
251,119.0,0,129.0,4,10,65300,2,100.0,0,9.44,14161.0,1,Perfect,11.086762629082946,2.3978952727983707,0
252,48.0,0,50.0,4,2,21200,3,92.5,0,12.62,2304.0,0,Moderate Risk,9.961803629358965,1.0986122886681098,0
253,119.0,0,129.0,3,3,61100,0,100.0,0,9.44,14161.0,1,Perfect,11.020283511637867,1.3862943611198906,0
254,119.0,0,129.0,4,7,81100,4,100.0,0,6.08,14161.0,1,Perfect,11.303450570483712,2.0794415416798357,0
255,4.0,3,129.0,6,5,39400,0,93.9,0,11.98,16.0,1,Moderate Risk,10.5815464756746,1.791759469228055,0
256,119.0,0,129.0,5,3,5300,0,100.0,0,9.92,14161.0,1,Perfect,8.575650760987806,1.3862943611198906,0
257,25.0,1,129.0,4,3,52500,10,93.1,0,13.59,625.0,1,Moderate Risk,10.868587496017359,1.3862943611198906,0
258,66.0,4,66.0,7,4,17200,0,96.3,1,10.41,4356.0,0,Low Risk,9.75272280064639,1.6094379124341003,1
259,119.0,3,129.0,5,2,13900,1,100.0,0,9.93,14161.0,1,Perfect,9.539716058977092,1.0986122886681098,0
260,119.0,3,72.0,7,7,37700,3,100.0,0,7.97,14161.0,0,Perfect,10.537441898283253,2.0794415416798357,0
261,119.0,5,129.0,9,2,1900,0,100.0,0,19.42,14161.0,1,Perfect,7.550135342488429,1.0986122886681098,0
262,29.0,2,129.0,1,4,9500,1,97.8,0,18.45,841.0,1,Low Risk,9.15915233520675,1.6094379124341003,0
263,119.0,3,129.0,5,5,50700,6,100.0,0,6.72,14161.0,1,Perfect,10.83370091325064,1.791759469228055,0
264,119.0,1,129.0,3,2,6600,2,100.0,0,10.91,14161.0,1,Perfect,8.79497643168877,1.0986122886681098,0
265,27.0,0,27.0,3,4,1900,0,80.0,0,17.47,729.0,0,High Risk,7.550135342488429,1.6094379124341003,0
266,119.0,3,129.0,4,6,23600,0,100.0,0,10.41,14161.0,1,Perfect,10.069044362997353,1.9459101490553132,0
267,82.0,0,82.0,4,2,15200,0,96.4,0,6.72,6724.0,0,Low Risk,9.62911649414402,1.0986122886681098,0
268,119.0,4,129.0,2,1,18300,1,88.0,0,9.44,14161.0,1,Moderate Risk,9.814710982145282,0.6931471805599453,0
269,119.0,4,129.0,3,1,1300,0,100.0,0,12.61,14161.0,1,Perfect,7.170888478512505,0.6931471805599453,0
270,32.0,4,129.0,6,2,16200,0,88.9,0,7.96,1024.0,1,Moderate Risk,9.692828247710418,1.0986122886681098,0
271,119.0,1,129.0,2,2,7400,0,100.0,0,10.9,14161.0,1,Perfect,8.909370405197466,1.0986122886681098,0
272,4.0,3,129.0,4,3,19500,3,88.5,0,21.85,16.0,1,Moderate Risk,9.87822102528824,1.3862943611198906,0
273,69.0,0,69.0,3,2,6500,0,86.7,0,7.96,4761.0,0,Moderate Risk,8.77971129020447,1.0986122886681098,0
274,119.0,3,129.0,4,14,91700,2,100.0,0,9.43,14161.0,1,Perfect,11.426288563310505,2.70805020110221,0
275,119.0,1,129.0,4,3,8700,2,100.0,0,15.04,14161.0,1,Perfect,9.071193240566025,1.3862943611198906,0
276,28.0,4,36.0,4,1,7000,2,90.9,0,14.07,784.0,0,Moderate Risk,8.853808274977197,0.6931471805599453,0
277,119.0,0,129.0,6,3,13200,7,100.0,1,10.9,14161.0,1,Perfect,9.488047863280759,1.3862943611198906,1
278,22.0,2,44.0,1,2,27900,3,64.3,0,6.08,484.0,0,High Risk,10.236417809461043,1.0986122886681098,0
279,119.0,1,129.0,3,4,23000,0,100.0,0,9.93,14161.0,1,Perfect,10.043292972227004,1.6094379124341003,0
280,34.0,0,41.0,1,3,9800,0,80.0,0,12.61,1156.0,0,High Risk,9.19023970026918,1.3862943611198906,0
281,119.0,0,129.0,1,3,29000,5,100.0,0,10.42,14161.0,1,Perfect,10.275085591132715,1.3862943611198906,0
282,4.0,1,54.0,8,4,7900,2,81.8,0,30.17,16.0,0,Moderate Risk,8.974744612722734,1.6094379124341003,0
283,119.0,3,74.0,3,4,11300,1,95.0,0,19.42,14161.0,0,Moderate Risk,9.332646496360152,1.6094379124341003,0
284,58.0,1,58.0,6,3,16500,0,63.6,1,9.43,3364.0,0,High Risk,9.711176264112805,1.3862943611198906,1
285,52.0,0,129.0,1,2,7200,2,83.3,0,17.47,2704.0,1,Moderate Risk,8.881975184248867,1.0986122886681098,0
286,62.0,0,129.0,3,2,26700,0,95.8,0,7.34,3844.0,1,Low Risk,10.192456296870509,1.0986122886681098,0
287,119.0,0,129.0,3,1,7500,0,100.0,1,7.96,14161.0,1,Perfect,8.922791623969637,0.6931471805599453,1
288,119.0,2,129.0,2,4,13100,0,100.0,1,13.58,14161.0,1,Perfect,9.48044384215367,1.6094379124341003,1
289,119.0,0,129.0,1,0,48500,0,100.0,0,9.43,14161.0,1,Perfect,10.789339695269716,0.0,0
290,119.0,1,129.0,3,2,58000,3,100.0,0,21.85,14161.0,1,Perfect,10.968215530759236,1.0986122886681098,0
291,119.0,0,129.0,2,7,14500,0,100.0,1,21.85,14161.0,1,Perfect,9.581972891547895,2.0794415416798357,1
292,119.0,1,129.0,3,1,800,0,100.0,1,22.91,14161.0,1,Perfect,6.68586094706836,0.6931471805599453,1
293,62.0,3,129.0,3,2,5700,1,88.9,0,12.61,3844.0,1,Moderate Risk,8.648396877031582,1.0986122886681098,0
294,43.0,5,49.0,13,6,47100,3,93.3,0,9.93,1849.0,0,Moderate Risk,10.76004951120163,1.9459101490553132,0
295,119.0,2,129.0,3,3,23900,3,100.0,0,6.72,14161.0,1,Perfect,10.081675578048475,1.3862943611198906,0
296,119.0,0,129.0,1,6,28800,0,100.0,0,19.42,14161.0,1,Perfect,10.268165387743457,1.9459101490553132,0
297,78.0,9,129.0,7,3,47900,3,93.8,1,9.92,6084.0,1,Moderate Risk,10.776891660007811,1.3862943611198906,1
298,10.0,0,43.0,2,9,33700,3,72.2,0,14.07,100.0,0,High Risk,10.425282789490705,2.302585092994046,0
299,119.0,1,129.0,2,5,66000,2,100.0,0,10.42,14161.0,1,Perfect,11.097425172408931,1.791759469228055,0
300,16.0,10,19.0,6,3,13600,4,76.5,0,7.35,256.0,0,High Risk,9.517898598432753,1.3862943611198906,0
301,20.0,2,129.0,2,0,0,0,89.5,0,6.71,400.0,1,Moderate Risk,0.0,0.0,0
302,119.0,5,129.0,5,2,27400,2,100.0,0,12.62,14161.0,1,Perfect,10.21833478806055,1.0986122886681098,0
303,119.0,5,129.0,21,10,171200,2,100.0,0,21.45,14161.0,1,Perfect,12.050593583794214,2.3978952727983707,0
304,75.0,0,129.0,1,5,15700,6,91.7,0,16.01,5625.0,1,Moderate Risk,9.661479683575521,1.791759469228055,0
305,119.0,1,129.0,3,2,12500,0,100.0,1,16.02,14161.0,1,Perfect,9.433563920090563,1.0986122886681098,1
306,119.0,1,129.0,6,3,14700,0,100.0,0,10.9,14161.0,1,Perfect,9.595670797663967,1.3862943611198906,0
307,3.0,3,24.0,3,4,31200,2,77.8,0,11.99,9.0,0,High Risk,10.348205424565993,1.6094379124341003,0
308,30.0,3,129.0,4,2,58500,0,100.0,0,7.34,900.0,1,Perfect,10.97679912709094,1.0986122886681098,0
309,39.0,1,39.0,6,4,10300,0,95.1,0,12.61,1521.0,0,Low Risk,9.239996256883693,1.6094379124341003,0
310,119.0,2,129.0,5,3,35200,0,100.0,0,6.71,14161.0,1,Perfect,10.468829770273567,1.3862943611198906,0
311,53.0,0,53.0,4,1,2600,1,91.7,0,9.43,2809.0,0,Moderate Risk,7.8636512654486515,0.6931471805599453,0
312,119.0,1,129.0,3,4,50600,0,100.0,0,13.59,14161.0,1,Perfect,10.831726617926124,1.6094379124341003,0
313,41.0,0,129.0,2,1,49800,4,94.1,0,6.08,1681.0,1,Moderate Risk,10.815790343132422,0.6931471805599453,0
314,28.0,3,41.0,8,1,23600,2,76.5,0,7.96,784.0,0,High Risk,10.069044362997353,0.6931471805599453,0
315,119.0,1,129.0,1,3,11500,0,100.0,0,7.35,14161.0,1,Perfect,9.350189267092581,1.3862943611198906,0
316,119.0,0,129.0,4,2,12500,0,100.0,0,10.9,14161.0,1,Perfect,9.433563920090563,1.0986122886681098,0
317,119.0,0,129.0,3,6,89700,2,100.0,0,6.07,14161.0,1,Perfect,11.404237196256764,1.9459101490553132,0
318,63.0,2,63.0,4,2,6000,0,80.0,0,19.03,3969.0,0,High Risk,8.699681400989514,1.0986122886681098,0
319,119.0,1,129.0,6,5,59300,2,100.0,0,14.08,14161.0,1,Perfect,10.990381448250039,1.791759469228055,0
320,57.0,1,71.0,5,3,7100,0,81.8,0,10.42,3249.0,0,Moderate Risk,8.867990898182093,1.3862943611198906,0
321,75.0,1,75.0,3,3,2800,2,61.5,1,9.44,5625.0,0,High Risk,7.937731775260109,1.3862943611198906,1
322,119.0,0,129.0,4,6,59100,1,100.0,0,5.31,14161.0,1,Perfect,10.987003123724813,1.9459101490553132,0
323,78.0,1,129.0,4,4,20600,0,92.3,0,7.97,6084.0,1,Moderate Risk,9.933094897288786,1.6094379124341003,0
324,119.0,2,129.0,7,6,70200,1,100.0,0,5.32,14161.0,1,Perfect,11.159117834926688,1.9459101490553132,0
325,25.0,1,129.0,2,2,31950,6,95.0,0,10.91,625.0,1,Moderate Risk,10.37195875822042,1.0986122886681098,0
326,119.0,0,129.0,5,9,83700,0,100.0,0,10.91,14161.0,1,Perfect,11.3350062038375,2.302585092994046,0
327,119.0,0,129.0,3,2,48200,1,100.0,0,19.03,14161.0,1,Perfect,10.783135046711445,1.0986122886681098,0
328,119.0,1,129.0,1,1,11000,0,100.0,0,12.61,14161.0,1,Perfect,9.305741456739435,0.6931471805599453,0
329,34.0,1,34.0,5,2,15100,2,85.7,0,13.59,1156.0,0,Moderate Risk,9.62251624577579,1.0986122886681098,0
330,119.0,0,129.0,3,7,47600,6,100.0,0,5.32,14161.0,1,Perfect,10.7706090484022,2.0794415416798357,0
331,77.0,2,129.0,2,6,29700,0,96.7,0,13.58,5929.0,1,Low Risk,10.298935994257638,1.9459101490553132,0
332,30.0,2,30.0,3,5,13600,2,72.0,0,16.01,900.0,0,High Risk,9.517898598432753,1.791759469228055,0
333,119.0,3,129.0,4,2,23300,1,100.0,0,7.35,14161.0,1,Perfect,10.056251557087757,1.0986122886681098,0
334,31.0,1,129.0,1,5,16900,2,95.7,0,9.92,961.0,1,Low Risk,9.735128070758227,1.791759469228055,0
335,35.0,0,129.0,1,4,58600,2,95.2,0,9.43,1225.0,1,Low Risk,10.978507040265917,1.6094379124341003,0
336,119.0,3,129.0,5,6,114100,6,100.0,0,7.35,14161.0,1,Perfect,11.644839300053654,1.9459101490553132,0
337,119.0,2,129.0,3,2,14500,3,100.0,1,9.43,14161.0,1,Perfect,9.581972891547895,1.0986122886681098,1
338,64.0,3,64.0,6,6,23600,1,91.3,1,9.44,4096.0,0,Moderate Risk,10.069044362997353,1.9459101490553132,1
339,119.0,1,129.0,3,4,21600,0,100.0,0,17.09,14161.0,1,Perfect,9.980494888896912,1.6094379124341003,0
340,119.0,9,129.0,9,6,33000,3,100.0,0,18.06,14161.0,1,Perfect,10.404293143019792,1.9459101490553132,0
341,11.0,4,129.0,1,1,1500,0,83.3,0,21.85,121.0,1,Moderate Risk,7.313886831633462,0.6931471805599453,0
342,119.0,0,129.0,1,4,41200,0,100.0,0,6.72,14161.0,1,Perfect,10.626217806887722,1.6094379124341003,0
343,55.0,3,57.0,4,2,62000,3,66.7,0,9.43,3025.0,0,High Risk,11.034905792929415,1.0986122886681098,0
344,38.0,0,129.0,1,1,26700,4,95.8,0,10.42,1444.0,1,Low Risk,10.192456296870509,0.6931471805599453,0
345,14.0,2,59.0,1,4,18300,2,93.3,0,15.04,196.0,0,Moderate Risk,9.814710982145282,1.6094379124341003,0
346,16.0,1,16.0,3,1,13400,0,92.3,0,18.06,256.0,0,Moderate Risk,9.503084610020228,0.6931471805599453,0
347,31.0,4,60.0,8,5,17700,2,87.0,0,15.04,961.0,0,Moderate Risk,9.781376414141157,1.791759469228055,0
348,119.0,3,129.0,12,12,63600,0,100.0,0,13.59,14161.0,1,Perfect,11.060384472475045,2.5649493574615367,0
349,119.0,1,129.0,5,6,57300,3,100.0,0,7.35,14161.0,1,Perfect,10.956073354557526,1.9459101490553132,0
350,119.0,1,129.0,1,1,6300,0,100.0,0,15.05,14161.0,1,Perfect,8.748463629942055,0.6931471805599453,0
351,119.0,0,129.0,7,4,12300,0,100.0,0,26.77,14161.0,1,Perfect,9.417435838868785,1.6094379124341003,0
352,36.0,0,39.0,1,0,3000,3,75.0,0,7.35,1296.0,0,High Risk,8.006700845440367,0.0,0
353,14.0,2,129.0,9,4,33700,2,96.2,0,11.98,196.0,1,Low Risk,10.425282789490705,1.6094379124341003,0
354,119.0,0,129.0,2,3,21800,0,94.1,0,13.59,14161.0,1,Moderate Risk,9.989711119284745,1.3862943611198906,0
355,119.0,2,129.0,4,2,2500,0,100.0,0,11.98,14161.0,1,Perfect,7.824445930877619,1.0986122886681098,0
356,119.0,0,129.0,2,1,10300,0,100.0,0,7.35,14161.0,1,Perfect,9.239996256883693,0.6931471805599453,0
357,119.0,4,129.0,3,10,51100,3,97.1,0,9.92,14161.0,1,Low Risk,10.841559345471941,2.3978952727983707,0
358,26.0,1,129.0,4,4,11700,0,90.0,0,14.08,676.0,1,Moderate Risk,9.367429587218957,1.6094379124341003,0
359,39.0,1,41.0,1,2,3300,4,71.8,0,9.93,1521.0,0,High Risk,8.101980731853192,1.0986122886681098,0
360,119.0,0,129.0,7,3,7500,0,100.0,0,17.47,14161.0,1,Perfect,8.922791623969637,1.3862943611198906,0
361,24.0,2,129.0,2,1,8700,1,76.9,0,9.43,576.0,1,High Risk,9.071193240566025,0.6931471805599453,0
362,119.0,0,129.0,4,4,16500,2,100.0,1,7.97,14161.0,1,Perfect,9.711176264112805,1.6094379124341003,1
363,67.0,2,67.0,4,5,50200,1,71.4,0,9.43,4489.0,0,High Risk,10.823790225800138,1.791759469228055,0
364,119.0,0,129.0,3,4,32500,0,100.0,0,14.08,14161.0,1,Perfect,10.389026137075234,1.6094379124341003,0
365,119.0,6,129.0,1,4,50000,2,100.0,0,7.97,14161.0,1,Perfect,10.819798284210286,1.6094379124341003,0
366,24.0,1,24.0,4,2,10400,0,34.5,0,14.07,576.0,0,High Risk,9.249657234353133,1.0986122886681098,0
367,119.0,4,129.0,5,5,25300,3,100.0,0,9.93,14161.0,1,Perfect,10.138599199626192,1.791759469228055,0
368,28.0,5,28.0,6,2,9100,3,69.0,0,10.42,784.0,0,High Risk,9.116139576577355,1.0986122886681098,0
369,49.0,7,66.0,2,4,17000,0,73.7,0,25.82,2401.0,0,High Risk,9.741027444837728,1.6094379124341003,0
370,4.0,0,46.0,5,3,9800,1,92.3,0,25.82,16.0,0,Moderate Risk,9.19023970026918,1.3862943611198906,0
371,14.0,2,129.0,7,10,48900,1,97.9,0,7.35,196.0,1,Low Risk,10.797553125151618,2.3978952727983707,0
372,119.0,3,129.0,4,3,36900,3,100.0,1,15.05,14161.0,1,Perfect,10.515993929932415,1.3862943611198906,1
373,119.0,0,129.0,4,3,40200,0,100.0,0,7.96,14161.0,1,Perfect,10.601647149919609,1.3862943611198906,0
374,119.0,2,129.0,6,8,63100,2,100.0,0,13.58,14161.0,1,Perfect,11.052491896264268,2.1972245773362196,0
375,119.0,0,129.0,0,6,14200,0,100.0,1,16.01,14161.0,1,Perfect,9.561067663645012,1.9459101490553132,1
376,119.0,3,129.0,2,5,72500,4,100.0,0,7.34,14161.0,1,Perfect,11.19135563385109,1.791759469228055,0
377,119.0,0,129.0,1,1,46900,6,100.0,0,6.08,14161.0,1,Perfect,10.75579427616868,0.6931471805599453,0
378,78.0,0,129.0,5,4,17300,0,97.4,0,12.61,6084.0,1,Low Risk,9.758519582283522,1.6094379124341003,0
379,36.0,0,129.0,2,2,16300,3,95.5,1,16.02,1296.0,1,Low Risk,9.69898173460629,1.0986122886681098,1
380,119.0,1,129.0,3,4,72200,3,100.0,0,11.99,14161.0,1,Perfect,11.187209175200515,1.6094379124341003,0
381,119.0,0,129.0,0,1,10000,0,100.0,0,6.08,14161.0,1,Perfect,9.210440366976517,0.6931471805599453,0
382,119.0,0,129.0,2,6,26900,0,100.0,0,30.79,14161.0,1,Perfect,10.199918739620157,1.9459101490553132,0
383,119.0,0,129.0,0,4,22100,0,100.0,0,16.02,14161.0,1,Perfect,10.003378135350923,1.6094379124341003,0
384,1.0,4,30.0,4,8,14400,3,91.0,0,12.61,1.0,0,Moderate Risk,9.575052927597383,2.1972245773362196,0
385,36.0,0,129.0,4,5,11800,1,73.7,0,12.61,1296.0,1,High Risk,9.375939552625749,1.791759469228055,0
386,119.0,0,129.0,2,1,1700,0,100.0,0,14.08,14161.0,1,Perfect,7.438971592395862,0.6931471805599453,0
387,119.0,3,129.0,3,2,43000,0,100.0,0,17.09,14161.0,1,Perfect,10.668978650219241,1.0986122886681098,0
388,39.0,4,39.0,7,2,7900,3,66.7,0,7.96,1521.0,0,High Risk,8.974744612722734,1.0986122886681098,0
389,119.0,1,129.0,2,3,7200,0,100.0,0,10.42,14161.0,1,Perfect,8.881975184248867,1.3862943611198906,0
390,119.0,1,129.0,6,3,29500,0,100.0,1,7.34,14161.0,1,Perfect,10.292179440058462,1.3862943611198906,1
391,119.0,3,129.0,6,5,36800,1,100.0,0,9.92,14161.0,1,Perfect,10.513280297700861,1.791759469228055,0
392,119.0,1,129.0,0,2,19300,0,100.0,0,6.72,14161.0,1,Perfect,9.867912187022208,1.0986122886681098,0
393,119.0,3,129.0,6,9,81900,0,100.0,0,10.42,14161.0,1,Perfect,11.313266479778829,2.302585092994046,0
394,119.0,3,129.0,11,6,89500,0,100.0,0,6.71,14161.0,1,Perfect,11.402005077384885,1.9459101490553132,0
395,19.0,8,129.0,4,3,11000,0,97.4,0,16.01,361.0,1,Low Risk,9.305741456739435,1.3862943611198906,0
396,119.0,0,129.0,2,4,33600,0,95.0,0,14.08,14161.0,1,Moderate Risk,10.422311107413181,1.6094379124341003,0
397,71.0,2,71.0,5,4,16000,2,88.5,1,10.9,5041.0,0,Moderate Risk,9.680406499268875,1.6094379124341003,1
398,119.0,0,129.0,0,5,54800,0,100.0,0,5.31,14161.0,1,Perfect,10.911463720944793,1.791759469228055,0
399,119.0,0,129.0,2,6,18400,0,100.0,0,17.47,14161.0,1,Perfect,9.820160289946374,1.9459101490553132,0
400,119.0,1,129.0,6,7,18500,5,100.0,1,9.93,14161.0,1,Perfect,9.825580063659602,2.0794415416798357,1
401,6.0,0,129.0,3,6,39200,1,85.7,0,9.43,36.0,1,Moderate Risk,10.576457535657255,1.9459101490553132,0
402,119.0,0,129.0,1,5,67100,0,100.0,0,14.08,14161.0,1,Perfect,11.11395422597838,1.791759469228055,0
403,119.0,1,129.0,4,2,7600,0,100.0,0,7.97,14161.0,1,Perfect,8.936035096566041,1.0986122886681098,0
404,119.0,2,129.0,5,3,7500,0,100.0,0,7.35,14161.0,1,Perfect,8.922791623969637,1.3862943611198906,0
405,119.0,3,129.0,3,1,17100,0,100.0,0,15.05,14161.0,1,Perfect,9.746892220313054,0.6931471805599453,0
406,119.0,2,129.0,9,2,6600,0,100.0,0,14.07,14161.0,1,Perfect,8.79497643168877,1.0986122886681098,0
407,119.0,1,129.0,2,3,11900,0,100.0,0,11.99,14161.0,1,Perfect,9.38437770918244,1.3862943611198906,0
408,119.0,2,129.0,5,0,32100,0,100.0,0,5.31,14161.0,1,Perfect,10.376642461280849,0.0,0
409,119.0,0,129.0,1,3,24200,2,100.0,0,5.32,14161.0,1,Perfect,10.094149233605084,1.3862943611198906,0
410,119.0,1,129.0,1,3,16300,0,100.0,0,11.99,14161.0,1,Perfect,9.69898173460629,1.3862943611198906,0
411,58.0,2,58.0,3,1,8500,2,77.8,0,15.04,3364.0,0,High Risk,9.04793908261736,0.6931471805599453,0
412,119.0,3,129.0,6,7,34700,5,100.0,0,6.72,14161.0,1,Perfect,10.454523783963511,2.0794415416798357,0
413,119.0,0,129.0,3,1,20900,0,100.0,0,7.97,14161.0,1,Perfect,9.94755228369823,0.6931471805599453,0
414,119.0,4,129.0,2,1,31600,2,100.0,0,5.32,14161.0,1,Perfect,10.360944044643913,0.6931471805599453,0
415,119.0,8,129.0,11,4,109300,0,100.0,0,22.91,14161.0,1,Perfect,11.60186082325361,1.6094379124341003,0
416,119.0,0,129.0,2,5,24800,0,100.0,0,10.91,14161.0,1,Perfect,10.118639253920785,1.791759469228055,0
417,23.0,1,23.0,6,2,11700,1,92.0,0,15.05,529.0,0,Moderate Risk,9.367429587218957,1.0986122886681098,0
418,119.0,5,129.0,7,10,96300,2,100.0,0,7.35,14161.0,1,Perfect,11.475233981948293,2.3978952727983707,0
419,119.0,3,129.0,6,1,7200,4,100.0,0,11.99,14161.0,1,Perfect,8.881975184248867,0.6931471805599453,0
420,119.0,1,129.0,9,3,25500,2,100.0,1,9.93,14161.0,1,Perfect,10.146472946063877,1.3862943611198906,1
421,119.0,5,129.0,3,2,10000,0,100.0,0,20.0,14161.0,1,Perfect,9.210440366976517,1.0986122886681098,0
422,119.0,3,129.0,6,3,26000,1,100.0,1,13.59,14161.0,1,Perfect,10.165890277802454,1.3862943611198906,1
423,119.0,4,129.0,11,2,3000,0,100.0,1,26.77,14161.0,1,Perfect,8.006700845440367,1.0986122886681098,1
424,119.0,4,129.0,6,4,24700,0,100.0,0,16.01,14161.0,1,Perfect,10.114599007626499,1.6094379124341003,0
425,119.0,0,129.0,2,3,12800,0,100.0,0,5.31,14161.0,1,Perfect,9.45727857185611,1.3862943611198906,0
426,64.0,1,73.0,1,4,29200,0,75.0,0,21.85,4096.0,0,High Risk,10.281958234245314,1.6094379124341003,0
427,31.0,1,31.0,2,2,4300,0,44.4,0,11.99,961.0,0,High Risk,8.366602832783736,1.0986122886681098,0
428,119.0,0,129.0,2,3,15300,0,92.3,0,6.08,14161.0,1,Moderate Risk,9.635673464721814,1.3862943611198906,0
429,13.0,2,129.0,4,5,8300,0,86.4,0,19.03,169.0,1,Moderate Risk,9.024131268455035,1.791759469228055,0
430,34.0,0,129.0,1,3,32500,4,97.0,0,7.35,1156.0,1,Low Risk,10.389026137075234,1.3862943611198906,0
431,61.0,2,129.0,8,2,25500,5,97.2,0,7.96,3721.0,1,Low Risk,10.146472946063877,1.0986122886681098,0
432,47.0,0,129.0,2,5,33500,0,94.4,0,20.39,2209.0,1,Moderate Risk,10.419330568113901,1.791759469228055,0
433,8.0,2,8.0,4,2,8800,1,83.3,0,15.05,64.0,0,Moderate Risk,9.082620630373812,1.0986122886681098,0
434,119.0,0,129.0,1,2,17000,1,100.0,0,7.96,14161.0,1,Perfect,9.741027444837728,1.0986122886681098,0
435,119.0,0,129.0,5,1,12000,1,100.0,0,5.32,14161.0,1,Perfect,9.392745258631441,0.6931471805599453,0
436,119.0,2,129.0,2,5,17300,0,100.0,0,14.08,14161.0,1,Perfect,9.758519582283522,1.791759469228055,0
437,36.0,3,36.0,15,3,20900,0,96.9,1,18.45,1296.0,0,Low Risk,9.94755228369823,1.3862943611198906,1
438,72.0,0,72.0,3,1,22800,0,76.9,1,6.72,5184.0,0,High Risk,10.034559673629849,0.6931471805599453,1
439,17.0,1,17.0,1,1,8900,0,81.0,0,17.09,289.0,0,Moderate Risk,9.093918908958932,0.6931471805599453,0
440,28.0,2,129.0,2,6,170100,0,97.3,0,10.9,784.0,1,Low Risk,12.04414765726144,1.9459101490553132,0
